State,District,Subdistt,Town/Village,Ward,Ward_Alphabet,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
27,518,99999,802794,1976,L,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1976,Urban,3860,19086,10534,8552,1960,1075,885,1687,838,849,65,38,27,15869,9058,6811,3217,1476,1741,7372,6282,1090,7022,6113,909,18,13,5,17,17,0,265,188,77,6722,5895,827,350,169,181,4,1,3,1,1,0,17,2,15,328,165,163,306,146,160,4,1,3,1,1,0,12,1,11,289,143,146,44,23,21,0,0,0,0,0,0,5,1,4,39,22,17,11714,4252,7462
27,518,99999,802794,1977,L,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1977,Urban,33618,156954,83653,73301,16350,8528,7822,12770,6469,6301,784,437,347,126916,69945,56971,30038,13708,16330,59060,47401,11659,56171,45606,10565,93,60,33,193,146,47,1261,828,433,54624,44572,10052,2889,1795,1094,81,54,27,12,5,7,125,52,73,2671,1684,987,2294,1366,928,78,51,27,9,4,5,82,38,44,2125,1273,852,595,429,166,3,3,0,3,1,2,43,14,29,546,411,135,97894,36252,61642
27,518,99999,802794,1978,L,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1978,Urban,122765,586637,329757,256880,68658,35977,32681,36447,19002,17445,3917,2081,1836,456808,270203,186605,129829,59554,70275,227002,194115,32887,215726,186238,29488,394,291,103,1234,982,252,4523,3294,1229,209575,181671,27904,11276,7877,3399,209,115,94,114,70,44,492,214,278,10461,7478,2983,9143,6258,2885,208,114,94,100,59,41,372,167,205,8463,5918,2545,2133,1619,514,1,1,0,14,11,3,120,47,73,1998,1560,438,359635,135642,223993
27,518,99999,802794,2079,M/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2079,Urban,9781,47147,24879,22268,5491,2927,2564,8705,4424,4281,366,197,169,36392,20198,16194,10755,4681,6074,16683,13273,3410,15665,12682,2983,49,31,18,59,51,8,634,458,176,14923,12142,2781,1018,591,427,25,8,17,11,4,7,117,47,70,865,532,333,818,461,357,23,7,16,9,3,6,92,42,50,694,409,285,200,130,70,2,1,1,2,1,1,25,5,20,171,123,48,30464,11606,18858
27,518,99999,802794,2080,M/E,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2080,Urban,156619,760573,411678,348895,100250,52144,48106,69399,35916,33483,9508,5023,4485,548944,314755,234189,211629,96923,114706,268346,225471,42875,247368,211358,36010,710,498,212,1247,1012,235,7511,5683,1828,237900,204165,33735,20978,14113,6865,537,305,232,255,182,73,1363,713,650,18823,12913,5910,17183,11405,5778,509,285,224,212,148,64,1004,547,457,15458,10425,5033,3795,2708,1087,28,20,8,43,34,9,359,166,193,3365,2488,877,492227,186207,306020
27,518,99999,802794,2179,M/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2179,Urban,80737,357518,188706,168812,36190,18934,17256,68764,35332,33432,2973,1589,1384,285729,158043,127686,71789,30663,41126,145632,109281,36351,134539,103135,31404,414,265,149,955,755,200,13899,9926,3973,119271,92189,27082,11093,6146,4947,235,113,122,124,75,49,1611,700,911,9123,5258,3865,9160,5015,4145,226,107,119,111,65,46,981,383,598,7842,4460,3382,1933,1131,802,9,6,3,13,10,3,630,317,313,1281,798,483,211886,79425,132461
27,518,99999,802794,2180,M/W,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2180,Urban,12870,54375,28925,25450,5131,2706,2425,5110,2639,2471,1002,532,470,43743,24049,19694,10632,4876,5756,22408,17443,4965,20320,16152,4168,107,79,28,105,70,35,496,316,180,19612,15687,3925,2088,1291,797,49,24,25,27,21,6,59,24,35,1953,1222,731,1898,1147,751,49,24,25,22,16,6,41,17,24,1786,1090,696,190,144,46,0,0,0,5,5,0,18,7,11,167,132,35,31967,11482,20485
27,518,99999,802794,2281,N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2281,Urban,53386,233451,123846,109605,21405,11127,10278,23545,12161,11384,2590,1388,1202,192293,105839,86454,41158,18007,23151,92279,72900,19379,87857,70196,17661,146,87,59,329,250,79,2433,1641,792,84949,68218,16731,4422,2704,1718,83,39,44,40,21,19,294,69,225,4005,2575,1430,3489,2128,1361,80,38,42,38,20,18,144,39,105,3227,2031,1196,933,576,357,3,1,2,2,1,1,150,30,120,778,544,234,141172,50946,90226
27,518,99999,802794,2282,N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2282,Urban,11640,54020,29432,24588,4896,2602,2294,3429,1779,1650,400,214,186,43301,23759,19542,10719,5673,5046,22520,18742,3778,21809,18326,3483,38,23,15,34,29,5,455,289,166,21282,17985,3297,711,416,295,8,4,4,2,2,0,33,3,30,668,407,261,614,360,254,8,4,4,1,1,0,21,1,20,584,354,230,97,56,41,0,0,0,1,1,0,12,2,10,84,53,31,31500,10690,20810
27,518,99999,802794,2283,N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2283,Urban,46583,215682,114867,100815,21854,11484,10370,11617,6011,5606,2205,1212,993,177125,97858,79267,38557,17009,21548,82063,66966,15097,78513,64631,13882,157,118,39,398,319,79,1860,1132,728,76098,63062,13036,3550,2335,1215,156,82,74,32,23,9,213,75,138,3149,2155,994,2903,1955,948,149,76,73,27,18,9,164,59,105,2563,1802,761,647,380,267,7,6,1,5,5,0,49,16,33,586,353,233,133619,47901,85718
27,518,99999,802794,2284,N,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2284,Urban,26276,119700,64482,55218,12918,6726,6192,12407,6315,6092,1619,862,757,96294,54339,41955,23406,10143,13263,44917,36873,8044,42979,35665,7314,50,31,19,157,122,35,878,608,270,41894,34904,6990,1938,1208,730,30,17,13,9,7,2,95,31,64,1804,1153,651,1609,984,625,30,17,13,9,7,2,79,26,53,1491,934,557,329,224,105,0,0,0,0,0,0,16,5,11,313,219,94,74783,27609,47174
27,518,99999,802794,2384,S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2384,Urban,49589,216393,113954,102439,22082,11513,10569,23367,11692,11675,1687,900,787,177879,97302,80577,38514,16652,21862,84021,65001,19020,78851,61878,16973,289,189,100,424,315,109,2135,1401,734,76003,59973,16030,5170,3123,2047,89,46,43,66,37,29,368,115,253,4647,2925,1722,3952,2343,1609,83,43,40,62,36,26,206,65,141,3601,2199,1402,1218,780,438,6,3,3,4,1,3,162,50,112,1046,726,320,132372,48953,83419
27,518,99999,802794,2385,S,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2385,Urban,120373,527390,284904,242486,53086,27854,25232,37466,19418,18048,7922,4180,3742,433145,243151,189994,94245,41753,52492,208453,163943,44510,194487,155077,39410,479,338,141,1018,779,239,4574,3033,1541,188416,150927,37489,13966,8866,5100,326,171,155,123,71,52,766,264,502,12751,8360,4391,11669,7310,4359,308,158,150,109,61,48,524,171,353,10728,6920,3808,2297,1556,741,18,13,5,14,10,4,242,93,149,2023,1440,583,318937,120961,197976
27,518,99999,802794,2486,T,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2486,Urban,26023,102918,52437,50481,7819,4123,3696,5192,2635,2557,2585,1276,1309,89350,46178,43172,13568,6259,7309,41899,28830,13069,40321,28064,12257,122,79,43,139,91,48,721,358,363,39339,27536,11803,1578,766,812,61,27,34,66,4,62,73,20,53,1378,715,663,1396,658,738,61,27,34,66,4,62,49,13,36,1220,614,606,182,108,74,0,0,0,0,0,0,24,7,17,158,101,57,61019,23607,37412
27,518,99999,802794,2487,T,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2487,Urban,47985,206590,107411,99179,17440,9097,8343,17007,8559,8448,3632,1827,1805,175002,93438,81564,31588,13973,17615,82769,63176,19593,78400,60675,17725,196,118,78,447,314,133,1411,748,663,76346,59495,16851,4369,2501,1868,106,48,58,89,41,48,173,52,121,4001,2360,1641,3702,2067,1635,101,44,57,86,39,47,137,43,94,3378,1941,1437,667,434,233,5,4,1,3,2,1,36,9,27,623,419,204,123821,44235,79586
27,518,99999,802794,2488,T,000000,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2488,Urban,7690,31955,16308,15647,2544,1353,1191,1015,492,523,667,346,321,27830,14463,13367,4125,1845,2280,12436,9270,3166,12016,9057,2959,23,15,8,25,19,6,399,174,225,11569,8849,2720,420,213,207,12,5,7,2,1,1,37,7,30,369,200,169,378,192,186,12,5,7,2,1,1,30,4,26,334,182,152,42,21,21,0,0,0,0,0,0,7,3,4,35,18,17,19519,7038,12481
